unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1038744827,848375316,192385072,192.168.1.1,33,6939,192347368,192358996,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1584,80,6,0,26,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,27,18672,192347396,192358884,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1581,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,27,18672,192347396,192358884,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1581,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,47,49764,192347400,192358796,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1582,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,47,49764,192347400,192358796,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1582,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,33,30932,192347400,192358756,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1584,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,33,30932,192347400,192358756,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1584,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,159,13698,192347208,192359096,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1579,80,6,0,26,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,32,8288,192347360,192359096,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1581,80,6,0,26,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,46,7532,192347368,192359100,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1582,80,6,0,26,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,770,34096,192348040,192375516,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1588,443,6,0,27,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,18,2984,192348052,192375516,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1589,443,6,0,27,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,2,80,192375516,192375548,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1580,80,6,0,17,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,2,80,192375548,192375548,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1580,6,0,17,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,2,80,192375548,192375548,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1580,6,0,17,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,1,76,192364720,192364720,0,0,192.168.1.7,75.101.232.27,10.1.0.1,2,1,61854,80,6,0,24,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,1,52,192364784,192364784,0,0,75.101.232.27,10.1.1.156,192.168.1.7,1,2,80,61854,6,0,16,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,1,52,192364784,192364784,0,0,75.101.232.27,192.168.1.7,192.168.1.7,1,2,80,61854,6,0,16,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,34,8571,192347368,192364832,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1583,80,6,0,26,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,26,19686,192347400,192364692,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1583,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,26,19686,192347400,192364692,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1583,6,0,26,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,1,77,192369656,192369656,0,0,192.168.1.7,205.188.6.203,10.1.0.1,2,1,61881,5190,6,0,24,24,0,0,0
1038744827,848375316,192385072,192.168.1.1,1,40,192369712,192369712,0,0,205.188.6.203,10.1.1.156,192.168.1.7,1,2,5190,61881,6,0,16,0,24,0,0
1038744827,848375316,192385072,192.168.1.1,1,40,192369712,192369712,0,0,205.188.6.203,192.168.1.7,192.168.1.7,1,2,5190,61881,6,0,16,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,229,192370324,192370324,0,0,10.1.0.130,10.1.255.255,0.0.0.0,1,0,138,138,17,0,16,16,16,0,0
1038744839,848375316,192397072,192.168.1.1,2,104,192384512,192384564,0,0,192.168.1.7,72.246.94.125,10.1.0.1,2,1,63179,80,6,0,17,24,0,0,0
1038744839,848375316,192397072,192.168.1.1,1,52,192384564,192384564,0,0,72.246.94.125,10.1.1.156,192.168.1.7,1,2,80,63179,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,52,192384564,192384564,0,0,72.246.94.125,192.168.1.7,192.168.1.7,1,2,80,63179,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,10,5760,192325072,192374072,0,0,192.168.1.8,192.168.1.1,0.0.0.0,2,0,0,771,1,192,16,24,24,0,0
1038744839,848375316,192397072,192.168.1.1,5,595,192388384,192388456,0,0,138.108.29.10,10.1.1.156,192.168.1.3,1,2,80,1624,6,0,27,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,5,595,192388384,192388456,0,0,138.108.29.10,192.168.1.3,192.168.1.3,1,2,80,1624,6,0,27,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,5,810,192388348,192388424,0,0,192.168.1.3,138.108.29.10,10.1.0.1,2,1,1624,80,6,0,27,24,0,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192375548,192375548,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,443,1589,6,0,16,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192375548,192375548,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,443,1589,6,0,16,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192375548,192375548,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,443,1588,6,0,16,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192375548,192375548,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,443,1588,6,0,16,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,2,80,192390644,192390676,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1583,80,6,0,17,24,0,0,0
1038744839,848375316,192397072,192.168.1.1,2,80,192390676,192390676,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1583,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,2,80,192390676,192390676,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1583,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192392496,192392496,0,0,96.17.106.112,10.1.1.156,192.168.1.3,1,2,80,1606,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,1,40,192392496,192392496,0,0,96.17.106.112,192.168.1.3,192.168.1.3,1,2,80,1606,6,0,17,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,2,255,192380196,192380240,0,0,66.220.151.69,10.1.1.156,192.168.1.7,1,2,80,62860,6,0,24,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,2,255,192380196,192380240,0,0,66.220.151.69,192.168.1.7,192.168.1.7,1,2,80,62860,6,0,24,0,24,0,0
1038744839,848375316,192397072,192.168.1.1,2,1374,192380200,192380204,0,0,192.168.1.7,66.220.151.69,10.1.0.1,2,1,62860,80,6,0,24,24,0,0,0
1038744839,848375316,192397072,192.168.1.1,1,30,192381728,192381728,0,0,192.168.1.7,192.168.1.1,0.0.0.0,2,0,62066,5351,17,0,16,24,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,131,192383620,192383676,0,0,192.168.1.7,184.72.197.45,10.1.0.1,2,1,61741,443,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192383672,192383672,0,0,184.72.197.45,10.1.1.156,192.168.1.7,1,2,443,61741,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192383672,192383672,0,0,184.72.197.45,192.168.1.7,192.168.1.7,1,2,443,61741,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,131,192383700,192383764,0,0,192.168.1.7,184.72.197.45,10.1.0.1,2,1,61742,443,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192383764,192383764,0,0,184.72.197.45,10.1.1.156,192.168.1.7,1,2,443,61742,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192383764,192383764,0,0,184.72.197.45,192.168.1.7,192.168.1.7,1,2,443,61742,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,131,192385704,192385768,0,0,192.168.1.7,184.72.197.45,10.1.0.1,2,1,61743,443,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192385764,192385764,0,0,184.72.197.45,10.1.1.156,192.168.1.7,1,2,443,61743,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,78,192385764,192385764,0,0,184.72.197.45,192.168.1.7,192.168.1.7,1,2,443,61743,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,302,192387300,192387320,0,0,174.36.30.19,10.1.1.156,192.168.1.7,1,2,80,61711,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,302,192387300,192387320,0,0,174.36.30.19,192.168.1.7,192.168.1.7,1,2,80,61711,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,270,192387300,192387304,0,0,192.168.1.7,174.36.30.19,10.1.0.1,2,1,61711,80,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,2,767,192388348,192388568,0,0,192.168.1.3,96.17.106.81,10.1.0.1,2,1,1599,80,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,1,500,192388444,192388444,0,0,96.17.106.81,10.1.1.156,192.168.1.3,1,2,80,1599,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,500,192388444,192388444,0,0,96.17.106.81,192.168.1.3,192.168.1.3,1,2,80,1599,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,136,192388548,192388548,0,0,192.168.1.7,255.255.255.255,0.0.0.0,2,0,17500,17500,17,0,16,24,32,0,0
1038744849,848375316,192407072,192.168.1.1,1,136,192388548,192388548,0,0,192.168.1.7,192.168.1.255,0.0.0.0,2,0,17500,17500,17,0,16,24,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,916,192388780,192388976,0,0,192.168.1.3,74.125.45.148,10.1.0.1,2,1,1615,80,6,0,24,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,1,398,192388844,192388844,0,0,74.125.45.148,10.1.1.156,192.168.1.3,1,2,80,1615,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,1,398,192388844,192388844,0,0,74.125.45.148,192.168.1.3,192.168.1.3,1,2,80,1615,6,0,24,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,6,844,192403348,192403456,0,0,192.168.1.3,174.129.209.98,10.1.0.1,2,1,1628,80,6,0,27,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,5,885,192403392,192403500,0,0,174.129.209.98,10.1.1.156,192.168.1.3,1,2,80,1628,6,0,27,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,5,885,192403392,192403500,0,0,174.129.209.98,192.168.1.3,192.168.1.3,1,2,80,1628,6,0,27,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,6,1372,192388224,192403376,0,0,192.168.1.3,208.85.40.20,10.1.0.1,2,1,1584,80,6,0,25,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,5,1956,192388256,192403376,0,0,208.85.40.20,10.1.1.156,192.168.1.3,1,2,80,1584,6,0,25,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,5,1956,192388256,192403376,0,0,208.85.40.20,192.168.1.3,192.168.1.3,1,2,80,1584,6,0,25,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,80,192392496,192405708,0,0,192.168.1.3,96.17.106.112,10.1.0.1,2,1,1606,80,6,0,17,24,0,0,0
1038744849,848375316,192407072,192.168.1.1,2,80,192404492,192405800,0,0,96.17.106.112,10.1.1.156,192.168.1.3,1,2,80,1600,6,0,17,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,80,192404492,192405800,0,0,96.17.106.112,192.168.1.3,192.168.1.3,1,2,80,1600,6,0,17,0,24,0,0
1038744849,848375316,192407072,192.168.1.1,2,80,192404496,192405704,0,0,192.168.1.3,96.17.106.112,10.1.0.1,2,1,1600,80,6,0,17,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,1,77,192393764,192393764,0,0,192.168.1.3,8.8.8.8,10.1.0.1,2,0,59208,53,17,0,16,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,1,197,192393808,192393808,0,0,8.8.8.8,10.1.1.156,0.0.0.0,1,0,53,59208,17,0,16,0,0,0,0
1038744855,848375316,192413072,192.168.1.1,6,891,192407912,192408044,0,0,192.168.1.3,69.176.111.135,10.1.0.1,2,1,1631,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,5,1232,192393808,192394132,0,0,192.168.1.3,74.125.45.102,10.1.0.1,2,1,1625,80,6,0,26,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,7,2686,192407968,192408104,0,0,69.176.111.135,10.1.1.156,192.168.1.3,1,2,80,1631,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,7,2686,192407968,192408104,0,0,69.176.111.135,192.168.1.3,192.168.1.3,1,2,80,1631,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,4,2176,192393848,192394132,0,0,74.125.45.102,10.1.1.156,192.168.1.3,1,2,80,1625,6,0,26,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,4,2176,192393848,192394132,0,0,74.125.45.102,192.168.1.3,192.168.1.3,1,2,80,1625,6,0,26,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,10,1410,192408092,192408188,0,0,192.168.1.3,72.32.153.176,10.1.0.1,2,1,1632,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,10,8346,192408112,192408208,0,0,72.32.153.176,10.1.1.156,192.168.1.3,1,2,80,1632,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,10,8346,192408112,192408208,0,0,72.32.153.176,192.168.1.3,192.168.1.3,1,2,80,1632,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,7,1348,192408536,192408688,0,0,192.168.1.3,208.85.44.21,10.1.0.1,2,1,1635,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,9,7177,192408580,192408736,0,0,208.85.44.21,10.1.1.156,192.168.1.3,1,2,80,1635,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,9,7177,192408580,192408736,0,0,208.85.44.21,192.168.1.3,192.168.1.3,1,2,80,1635,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,1,75,192395764,192395764,0,0,192.168.1.3,8.8.8.8,10.1.0.1,2,0,64562,53,17,0,16,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,1,206,192395844,192395844,0,0,8.8.8.8,10.1.1.156,0.0.0.0,1,0,53,64562,17,0,16,0,0,0,0
1038744855,848375316,192413072,192.168.1.1,5,945,192409492,192409548,0,0,192.168.1.3,72.32.153.177,10.1.0.1,2,1,1637,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,3,385,192409520,192409568,0,0,72.32.153.177,10.1.1.156,192.168.1.3,1,2,80,1637,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,3,385,192409520,192409568,0,0,72.32.153.177,192.168.1.3,192.168.1.3,1,2,80,1637,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,8,1396,192409648,192409796,0,0,192.168.1.3,208.85.41.42,10.1.0.1,2,1,1638,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,10,8072,192409680,192409824,0,0,208.85.41.42,10.1.1.156,192.168.1.3,1,2,80,1638,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,10,8072,192409680,192409824,0,0,208.85.41.42,192.168.1.3,192.168.1.3,1,2,80,1638,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,1,40,192410464,192410464,0,0,184.84.247.35,10.1.1.156,192.168.1.3,1,2,80,1586,6,0,17,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,1,40,192410464,192410464,0,0,184.84.247.35,192.168.1.3,192.168.1.3,1,2,80,1586,6,0,17,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,13,4372,192395848,192397324,0,0,192.168.1.3,74.125.47.102,10.1.0.1,2,1,1626,80,6,0,26,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,9,5742,192395888,192397128,0,0,74.125.47.102,10.1.1.156,192.168.1.3,1,2,80,1626,6,0,26,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,9,5742,192395888,192397128,0,0,74.125.47.102,192.168.1.3,192.168.1.3,1,2,80,1626,6,0,26,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,1245,54117,192407776,192411320,0,0,192.168.1.3,208.85.42.23,10.1.0.1,2,1,1630,80,6,0,27,24,0,0,0
1038744855,848375316,192413072,192.168.1.1,1952,2532144,192407808,192411348,0,0,208.85.42.23,10.1.1.156,192.168.1.3,1,2,80,1630,6,0,27,0,24,0,0
1038744855,848375316,192413072,192.168.1.1,1952,2532144,192407808,192411348,0,0,208.85.42.23,192.168.1.3,192.168.1.3,1,2,80,1630,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,169,192398452,192398452,0,0,209.85.225.125,192.168.1.7,192.168.1.7,1,2,5222,61774,6,0,24,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,5,1706,192407780,192412856,0,0,69.176.111.137,10.1.1.156,192.168.1.3,1,2,80,1629,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,5,1706,192407780,192412856,0,0,69.176.111.137,192.168.1.3,192.168.1.3,1,2,80,1629,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,2,131,192398336,192398396,0,0,192.168.1.7,184.72.197.45,10.1.0.1,2,1,61746,443,6,0,24,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,1,78,192398392,192398392,0,0,184.72.197.45,10.1.1.156,192.168.1.7,1,2,443,61746,6,0,24,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,78,192398392,192398392,0,0,184.72.197.45,192.168.1.7,192.168.1.7,1,2,443,61746,6,0,24,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,2,205,192398412,192398456,0,0,192.168.1.7,209.85.225.125,10.1.0.1,2,1,61774,5222,6,0,24,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,1,169,192398452,192398452,0,0,209.85.225.125,10.1.1.156,192.168.1.7,1,2,5222,61774,6,0,24,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,40,192399712,192399712,0,0,205.188.6.203,10.1.1.156,192.168.1.7,1,2,5190,61881,6,0,16,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,40,192399712,192399712,0,0,205.188.6.203,192.168.1.7,192.168.1.7,1,2,5190,61881,6,0,16,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,77,192399656,192399656,0,0,192.168.1.7,205.188.6.203,10.1.0.1,2,1,61881,5190,6,0,24,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192410464,192415012,0,0,192.168.1.3,184.84.247.35,10.1.0.1,2,1,1586,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192414860,192415060,0,0,192.168.1.3,60.254.175.34,10.1.0.1,2,1,1605,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,1,40,192415056,192415056,0,0,60.254.175.34,10.1.1.156,192.168.1.3,1,2,80,1605,6,0,17,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,40,192415056,192415056,0,0,60.254.175.34,192.168.1.3,192.168.1.3,1,2,80,1605,6,0,17,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,67,4725,192408284,192415368,0,0,192.168.1.3,96.17.106.64,10.1.0.1,2,1,1634,80,6,0,27,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,6,942,192415056,192415188,0,0,192.168.1.3,69.64.250.20,10.1.0.1,2,1,1643,80,6,0,27,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,86,107094,192408380,192415368,0,0,96.17.106.64,10.1.1.156,192.168.1.3,1,2,80,1634,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,86,107094,192408380,192415368,0,0,96.17.106.64,192.168.1.3,192.168.1.3,1,2,80,1634,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,6,923,192408988,192415096,0,0,192.168.1.3,174.35.33.23,10.1.0.1,2,1,1636,80,6,0,27,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,6,2426,192415104,192415232,0,0,69.64.250.20,10.1.1.156,192.168.1.3,1,2,80,1643,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,6,2426,192415104,192415236,0,0,69.64.250.20,192.168.1.3,192.168.1.3,1,2,80,1643,6,0,27,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192415264,192415316,0,0,192.168.1.3,184.84.247.35,10.1.0.1,2,1,1597,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,3,120,192415268,192415340,0,0,192.168.1.3,66.220.158.32,10.1.0.1,2,1,1592,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,3,120,192415272,192415344,0,0,192.168.1.3,66.220.158.32,10.1.0.1,2,1,1593,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,3,120,192415276,192415312,0,0,192.168.1.3,69.63.181.43,10.1.0.1,2,1,1594,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192415308,192415348,0,0,192.168.1.3,74.125.47.102,10.1.0.1,2,1,1626,80,6,0,17,24,0,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192415312,192415312,0,0,69.63.181.43,10.1.1.156,192.168.1.3,1,2,80,1594,6,0,17,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,2,80,192415312,192415312,0,0,69.63.181.43,192.168.1.3,192.168.1.3,1,2,80,1594,6,0,17,0,24,0,0
1038744859,848375316,192417072,192.168.1.1,1,40,192415316,192415316,0,0,184.84.247.35,10.1.1.156,192.168.1.3,1,2,80,1597,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,1,40,192415316,192415316,0,0,184.84.247.35,192.168.1.3,192.168.1.3,1,2,80,1597,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,5,888,192415324,192415500,0,0,192.168.1.3,204.2.197.201,10.1.0.1,2,1,1646,80,6,0,27,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,5,709,192415328,192415396,0,0,192.168.1.3,174.36.149.66,10.1.0.1,2,1,1650,80,6,0,27,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,5,773,192415332,192415480,0,0,192.168.1.3,65.242.27.32,10.1.0.1,2,1,1651,80,6,0,27,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,2,80,192415340,192415340,0,0,66.220.158.32,10.1.1.156,192.168.1.3,1,2,80,1592,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,2,80,192415340,192415340,0,0,66.220.158.32,192.168.1.3,192.168.1.3,1,2,80,1592,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,2,80,192415344,192415344,0,0,66.220.158.32,10.1.1.156,192.168.1.3,1,2,80,1593,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,2,80,192415344,192415344,0,0,66.220.158.32,192.168.1.3,192.168.1.3,1,2,80,1593,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,1,40,192415344,192415344,0,0,74.125.47.102,10.1.1.156,192.168.1.3,1,2,80,1626,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,1,40,192415344,192415344,0,0,74.125.47.102,192.168.1.3,192.168.1.3,1,2,80,1626,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,5,460,192415360,192415424,0,0,174.36.149.66,10.1.1.156,192.168.1.3,1,2,80,1650,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,5,460,192415360,192415424,0,0,174.36.149.66,192.168.1.3,192.168.1.3,1,2,80,1650,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,4,1087,192415376,192415500,0,0,204.2.197.201,10.1.1.156,192.168.1.3,1,2,80,1646,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,4,1087,192415376,192415500,0,0,204.2.197.201,192.168.1.3,192.168.1.3,1,2,80,1646,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,3,318,192415388,192415536,0,0,65.242.27.32,10.1.1.156,192.168.1.3,1,2,80,1651,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,3,318,192415388,192415536,0,0,65.242.27.32,192.168.1.3,192.168.1.3,1,2,80,1651,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,2,80,192415452,192415548,0,0,192.168.1.3,96.17.106.112,10.1.0.1,2,1,1601,80,6,0,17,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,8,1922,192415500,192415900,0,0,192.168.1.3,74.125.45.155,10.1.0.1,2,1,1655,80,6,0,27,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,7,2156,192415536,192415900,0,0,74.125.45.155,10.1.1.156,192.168.1.3,1,2,80,1655,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,7,2156,192415536,192415900,0,0,74.125.45.155,192.168.1.3,192.168.1.3,1,2,80,1655,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,1,40,192415548,192415548,0,0,96.17.106.112,10.1.1.156,192.168.1.3,1,2,80,1601,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,1,40,192415548,192415548,0,0,96.17.106.112,192.168.1.3,192.168.1.3,1,2,80,1601,6,0,17,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,13,5393,192406796,192415304,0,0,192.168.1.3,74.125.45.148,10.1.0.1,2,1,1615,80,6,0,25,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,10,6814,192406868,192415304,0,0,74.125.45.148,10.1.1.156,192.168.1.3,1,2,80,1615,6,0,25,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,10,6814,192406868,192415304,0,0,74.125.45.148,192.168.1.3,192.168.1.3,1,2,80,1615,6,0,25,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,6,641,192409072,192415096,0,0,174.35.33.23,10.1.1.156,192.168.1.3,1,2,80,1636,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,6,641,192409076,192415096,0,0,174.35.33.23,192.168.1.3,192.168.1.3,1,2,80,1636,6,0,27,0,24,0,0
1038744860,848375316,192418072,192.168.1.1,19,1750,192414976,192416580,0,0,192.168.1.3,74.125.45.165,10.1.0.1,2,1,1587,80,6,0,25,24,0,0,0
1038744860,848375316,192418072,192.168.1.1,22,26160,192415016,192416580,0,0,74.125.45.165,10.1.1.156,192.168.1.3,1,2,80,1587,6,0,25,0,24,0,0
